DIST_BIN_SIZE	0.3
-35232431	301	36	REG	0.39811	0.863528	1.17748	1.28588	1.64695	1.08203	-0.274872	0.708363	2.28615	0.208487	-1.40501	0.335252	
-35232430	300	114	REG	0.42212	0.834449	1.1891	1.37874	1.54984	1.12634	-0.303431	0.728426	2.27293	0.178008	-1.4256	0.318319	
-35232424	204	63	REG	0.430248	0.835191	1.18613	1.40985	1.53945	1.1245	-0.314869	0.75828	2.26611	0.327474	-1.42655	0.240211	
-35232423	203	7	REG	0.411295	0.855232	1.1781	1.33528	1.63641	1.08231	-0.300569	0.704796	2.28246	0.39662	-1.42502	0.255706	
-35232422	202	5	REG	0.482315	0.746956	1.23075	1.59583	1.21215	1.25536	-0.353813	0.860457	2.2409	0.136648	-1.46998	0.210027	
-35232421	201	48	REG	0.441339	0.812646	1.20104	1.43074	1.47681	1.15624	-0.308429	0.75078	2.27262	0.127355	-1.45536	0.298833	
-35232420	200	360	REG	0.455351	0.802534	1.20144	1.48103	1.44177	1.16436	-0.322477	0.761876	2.26287	0.16928	-1.45319	0.273579	
-35232414	104	14	REG	0.422443	0.817142	1.19933	1.3878	1.54872	1.13939	-0.307955	0.694629	2.28728	0.256028	-1.44538	0.268725	
-35232411	101	9	REG	0.416979	0.844307	1.188	1.35632	1.62242	1.11061	-0.29598	0.688548	2.29237	0.146585	-1.44152	0.311533	
-35232410	100	82	REG	0.425471	0.800784	1.21031	1.39701	1.51913	1.165	-0.30885	0.671265	2.2925	0.138291	-1.44965	0.284588	
-35232404	4	8	REG	0.426555	0.853754	1.18532	1.42285	1.54903	1.12285	-0.333037	0.791643	2.26504	0.403987	-1.43779	0.247206	
-35232402	2	4	REG	0.415919	0.862807	1.17898	1.3659	1.6445	1.09511	-0.316483	0.721394	2.27676	0.14401	-1.45911	0.342424	
-35232401	1	30	REG	0.42248	0.868206	1.16325	1.36368	1.62328	1.06377	-0.296397	0.757706	2.26104	0.293469	-1.41478	0.298737	
-35232400	0	144	REG	0.434287	0.849497	1.17541	1.42003	1.5525	1.10669	-0.309873	0.770514	2.25822	0.254478	-1.43897	0.303355	
-35232344	404	231	REG	0.438476	0.787008	1.21916	1.45501	1.43087	1.1981	-0.332308	0.733244	2.2799	0.323646	-1.4492	0.184144	
-35232343	403	38	REG	0.428848	0.817893	1.20145	1.40086	1.55124	1.15056	-0.306251	0.689072	2.28933	0.380668	-1.45027	0.192152	
-35232342	402	55	REG	0.430835	0.758593	1.22448	1.4236	1.34328	1.22358	-0.324638	0.746615	2.26997	0.280666	-1.44647	0.173074	
-35232341	401	253	REG	0.42778	0.795018	1.21553	1.40876	1.47099	1.18395	-0.318875	0.715641	2.28299	0.299827	-1.44954	0.206245	
-35232340	400	1277	REG	0.441583	0.774645	1.22458	1.46348	1.41529	1.21147	-0.336096	0.717202	2.28042	0.282483	-1.45626	0.183223	
-35232334	304	30	REG	0.471897	0.762242	1.22786	1.53979	1.33142	1.23111	-0.335137	0.769533	2.26648	0.347281	-1.4553	0.144566	
-35232333	303	20	REG	0.381096	0.837867	1.20845	1.23541	1.63602	1.1434	-0.266849	0.64825	2.31271	0.34534	-1.44149	0.22777	
-35232332	302	16	REG	0.38263	0.780382	1.22711	1.26785	1.46899	1.20861	-0.281242	0.671385	2.30115	0.32245	-1.41366	0.19228	
-35232331	301	135	REG	0.415696	0.812028	1.20823	1.36606	1.52041	1.16328	-0.306017	0.707211	2.2883	0.355246	-1.43696	0.206089	
-35232330	300	438	REG	0.448635	0.789485	1.21325	1.47307	1.41903	1.19334	-0.327908	0.746888	2.26818	0.335948	-1.44638	0.189156	
-35232324	204	157	REG	0.431079	0.814067	1.20595	1.42704	1.50291	1.15963	-0.324006	0.729866	2.28199	0.532079	-1.40642	0.113803	
-35232323	203	12	REG	0.445649	0.756767	1.23618	1.47477	1.38044	1.22515	-0.330855	0.708922	2.29303	0.407097	-1.44834	0.097782	
-35232322	202	11	REG	0.451211	0.767206	1.22668	1.48247	1.36725	1.23376	-0.32202	0.742389	2.27469	0.404352	-1.4505	0.140171	
-35232321	201	88	REG	0.440792	0.778348	1.2233	1.45157	1.40576	1.20824	-0.323193	0.734392	2.27827	0.358315	-1.44239	0.149566	
-35232320	200	717	REG	0.449184	0.776777	1.22133	1.48689	1.39317	1.208	-0.336528	0.744445	2.27306	0.393148	-1.43971	0.140293	
-35232314	104	19	REG	0.439945	0.808111	1.1942	1.43596	1.48046	1.14699	-0.306478	0.729058	2.26315	0.368687	-1.4324	0.195117	
-35232313	103	5	REG	0.336517	0.855154	1.20734	1.15371	1.7292	1.12783	-0.294911	0.591012	2.31693	0.557859	-1.39107	0.192223	
-35232312	102	6	REG	0.402714	0.862498	1.18488	1.3371	1.62488	1.10432	-0.299557	0.739165	2.28856	0.68982	-1.30895	0.0516169	
-35232311	101	32	REG	0.42034	0.801434	1.21192	1.38506	1.49027	1.17464	-0.30816	0.698976	2.28708	0.453752	-1.3996	0.138549	
-35232310	100	159	REG	0.446504	0.787224	1.21548	1.46169	1.43452	1.19231	-0.324588	0.721454	2.27472	0.348742	-1.44373	0.175312	
-35232304	4	243	REG	0.464563	0.762243	1.226	1.52315	1.3404	1.22317	-0.333616	0.75214	2.27099	0.357696	-1.45551	0.137008	
-35232303	3	41	REG	0.442737	0.793077	1.21256	1.45633	1.44438	1.18371	-0.326518	0.730655	2.27899	0.425268	-1.42896	0.151585	
-35232302	2	61	REG	0.466834	0.764362	1.22524	1.52093	1.34469	1.22126	-0.327839	0.764246	2.26873	0.363625	-1.44846	0.128826	
-35232301	1	310	REG	0.438303	0.798718	1.20954	1.43866	1.45722	1.17512	-0.320382	0.737237	2.27502	0.363731	-1.44131	0.186593	
-35232300	0	1452	REG	0.452482	0.791318	1.2119	1.48582	1.42332	1.18815	-0.329663	0.751547	2.26935	0.392874	-1.44665	0.15853	
-35232244	404	21	REG	0.429386	0.713641	1.26691	1.46726	1.31867	1.28763	-0.361157	0.657914	2.31525	0.472317	-1.43922	0.0241297	
-35232242	402	5	REG	0.423317	0.791561	1.22803	1.4486	1.4676	1.22062	-0.345021	0.687734	2.30552	0.45281	-1.4477	0.152083	
-35232241	401	23	REG	0.430919	0.788315	1.22406	1.41994	1.49435	1.19452	-0.306593	0.654614	2.3058	0.4397	-1.44115	0.136324	
-35232240	400	80	REG	0.450801	0.721783	1.25587	1.50031	1.3208	1.27329	-0.340636	0.667368	2.30368	0.444799	-1.44181	0.0447318	
-35232232	302	5	REG	0.457488	0.763775	1.23026	1.50206	1.37424	1.22374	-0.336253	0.713733	2.28736	0.532326	-1.42523	0.0528277	
-35232231	301	26	REG	0.442707	0.755353	1.23725	1.44294	1.41246	1.21948	-0.316139	0.671066	2.30255	0.450528	-1.44925	0.0849498	
-35232230	300	39	REG	0.47937	0.700966	1.2587	1.57275	1.22589	1.29362	-0.341654	0.705119	2.29078	0.425192	-1.44951	0.0209616	
-35232224	204	6	REG	0.501963	0.667131	1.26234	1.59616	1.17018	1.27669	-0.316656	0.675062	2.29246	0.356429	-1.4838	-0.0312569	
-35232221	201	7	REG	0.432855	0.764688	1.24307	1.45295	1.41855	1.24692	-0.332926	0.675005	2.30258	0.537592	-1.41908	0.0807259	
-35232220	200	21	REG	0.467756	0.689296	1.26313	1.54044	1.23165	1.29064	-0.339117	0.680303	2.2908	0.526487	-1.41451	-0.0327005	
-35232214	104	3	REG	0.512744	0.646156	1.27809	1.67279	1.02001	1.31907	-0.358318	0.781557	2.26941	0.35458	-1.47724	-0.015391	
-35232211	101	7	REG	0.376101	0.867646	1.17725	1.23539	1.67668	1.09609	-0.286782	0.683164	2.28681	0.750219	-1.25189	0.0507523	
-35232210	100	26	REG	0.424653	0.779026	1.22601	1.40771	1.46184	1.20034	-0.316205	0.661643	2.29836	0.565295	-1.40434	0.080943	
-35232204	4	69	REG	0.479368	0.704136	1.25712	1.5682	1.2446	1.28575	-0.335896	0.689538	2.29673	0.453299	-1.45101	0.0152827	
-35232203	3	11	REG	0.42736	0.795209	1.21454	1.4089	1.47016	1.18596	-0.317643	0.710847	2.28579	0.547813	-1.41216	0.0988822	
-35232202	2	22	REG	0.436263	0.754061	1.23406	1.44365	1.36817	1.23124	-0.321681	0.698616	2.28815	0.482744	-1.43492	0.081415	
-35232201	1	67	REG	0.452991	0.750982	1.23632	1.48466	1.34752	1.23767	-0.323911	0.715212	2.28824	0.468895	-1.43678	0.0729568	
-35232200	0	351	REG	0.469465	0.728232	1.24677	1.53764	1.30198	1.25846	-0.330779	0.699688	2.29246	0.483275	-1.43812	0.0350073	
-35222444	404	22	REG	0.454217	0.890697	1.1375	1.47787	1.53677	1.04934	-0.322398	0.920176	2.19899	0.295239	-1.43659	0.330736	
-35222442	402	5	REG	0.416297	0.93041	1.11823	1.37021	1.67526	0.994012	-0.305564	0.874017	2.21602	0.453076	-1.38843	0.317925	
-35222441	401	20	REG	0.42561	0.922586	1.12577	1.4102	1.62179	1.0219	-0.338803	0.921428	2.19841	0.320043	-1.42389	0.376245	
-35222440	400	133	REG	0.463994	0.884004	1.14148	1.50908	1.50544	1.07033	-0.337396	0.929979	2.19059	0.223422	-1.44977	0.376647	
-35222434	304	4	REG	0.397675	0.953776	1.10848	1.34672	1.69963	0.974868	-0.335307	0.914088	2.21339	0.390376	-1.43864	0.408103	
-35222431	301	9	REG	0.4765	0.839287	1.16995	1.55719	1.35714	1.13764	-0.34917	0.974155	2.18406	0.089127	-1.45767	0.381261	
-35222430	300	32	REG	0.485787	0.87911	1.14306	1.55062	1.47763	1.07504	-0.324783	0.944745	2.18837	0.252007	-1.46056	0.360164	
-35222424	204	47	REG	0.45417	0.890149	1.14118	1.48027	1.53829	1.05548	-0.327351	0.914898	2.20312	0.354839	-1.42436	0.315603	
-35222422	202	4	REG	0.482478	0.845536	1.16424	1.54896	1.4538	1.11329	-0.325754	0.871596	2.2133	0.122692	-1.47719	0.350627	
-35222421	201	11	REG	0.444153	0.918602	1.12406	1.44608	1.60097	1.02299	-0.328111	0.919227	2.19665	0.417062	-1.3964	0.370574	
-35222420	200	144	REG	0.482322	0.859561	1.15244	1.56115	1.4321	1.10223	-0.335177	0.939016	2.19061	0.248482	-1.4574	0.321801	
-35222410	100	7	REG	0.435638	0.884366	1.13197	1.48849	1.46044	1.08755	-0.359616	0.967909	2.16481	0.466098	-1.4031	0.26595	
-35222404	4	14	REG	0.455489	0.914206	1.119	1.4848	1.5729	1.02336	-0.343294	0.952848	2.17766	0.284775	-1.43922	0.375928	
-35222403	3	6	REG	0.395266	0.971566	1.09667	1.33059	1.73639	0.937652	-0.325361	0.914741	2.20536	0.471709	-1.36789	0.383618	
-35222402	2	3	REG	0.438134	0.97563	1.07362	1.42299	1.70983	0.932461	-0.315018	0.944119	2.15603	0.292533	-1.38887	0.445228	
-35222401	1	14	REG	0.438367	0.931104	1.10884	1.44247	1.61403	0.994113	-0.341604	0.956947	2.17422	0.371611	-1.42081	0.394036	
-35222400	0	86	REG	0.464022	0.901388	1.12694	1.50896	1.52624	1.04353	-0.329948	0.946779	2.18339	0.270745	-1.4379	0.387577	
-35222344	404	39	REG	0.458848	0.86426	1.15595	1.49567	1.49304	1.09255	-0.334657	0.88854	2.20884	0.341505	-1.44489	0.271418	
-35222343	403	5	REG	0.476413	0.797835	1.18318	1.58793	1.2816	1.18456	-0.379241	0.931545	2.18552	0.460207	-1.42978	0.190253	
-35222342	402	4	REG	0.444097	0.892149	1.14233	1.48696	1.5149	1.07684	-0.355226	0.947159	2.1938	0.428615	-1.42685	0.290749	
-35222341	401	26	REG	0.468442	0.868165	1.15284	1.53191	1.45404	1.09822	-0.346394	0.94223	2.1867	0.384682	-1.44134	0.298521	
-35222340	400	181	REG	0.465044	0.854846	1.16032	1.5353	1.4351	1.12151	-0.353805	0.920745	2.1938	0.349417	-1.45151	0.270735	
