0-0-1-7-5-1-3-8	1	
0-0-1-7-5-1-3-9	1	
0-0-1-7-6-1-1-8	1	
0-0-1-7-6-1-6-3	1	
0-0-1-7-6-1-6-6	1	
0-0-1-7-7-1-3-4	1	
0-0-1-7-7-1-3-9	1	
0-0-1-7-7-1-7-4	1	
0-0-1-7-8-1-1-8	2	
0-0-1-7-8-1-3-4	2	
0-0-1-7-9-1-3-3	2	
0-0-1-7-9-1-3-4	4	
0-0-1-7-9-1-3-9	1	
0-0-1-7-9-1-6-2	1	
0-0-1-7-9-1-7-4	1	
0-0-1-7-9-1-8-4	1	
0-0-1-7-9-1-9-5	1	
0-0-1-8-0-1-1-8	1	
0-0-1-8-1-1-0-9	1	
0-0-1-8-1-1-1-7	1	
0-0-1-8-4-1-3-3	1	
0-0-1-8-4-1-3-8	1	
0-0-1-8-6-1-9-1	1	
0-0-1-8-7-1-3-4	1	
0-0-1-8-9-1-2-0	1	
0-0-1-8-9-1-2-8	1	
0-0-1-8-9-1-3-4	1	
0-0-1-8-9-1-3-9	2	
0-0-1-8-9-1-6-6	1	
0-0-1-8-9-1-6-7	1	
0-0-1-9-0-1-0-9	2	
0-0-1-9-0-1-1-8	2	
0-0-1-9-0-1-1-9	2	
0-0-1-9-0-1-2-4	3	
0-0-1-9-0-1-3-9	1	
0-0-1-9-2-1-2-4	1	
0-0-1-9-9-1-0-9	1	
0-0-1-9-9-1-1-7	1	
0-0-1-9-9-1-1-8	1	
0-0-1-9-9-1-1-9	2	
0-0-1-9-9-1-2-8	2	
0-0-1-9-9-1-2-9	1	
0-0-1-9-9-1-3-9	1	
0-0-1-9-9-1-6-1	1	
0-0-1-9-9-1-6-6	1	
0-1-0-3-4-1-1-8	1	
0-1-1-0-0-1-2-9	1	
0-1-1-0-6-1-7-8	1	
0-1-1-0-7-1-9-0	1	
0-1-1-0-9-1-0-0	1	
0-1-1-0-9-1-0-8	1	
0-1-1-0-9-1-1-8	1	
0-1-1-0-9-1-1-9	3	
0-1-1-0-9-1-2-7	1	
0-1-1-0-9-1-2-8	2	
0-1-1-0-9-1-3-8	1	
0-1-1-1-1-1-3-3	1	
0-1-1-1-4-1-0-9	1	
0-1-1-1-4-1-2-4	1	
0-1-1-1-5-1-3-4	1	
0-1-1-1-5-1-8-4	1	
0-1-1-1-6-1-1-5	1	
0-1-1-1-7-1-2-9	1	
0-1-1-1-7-1-3-8	1	
0-1-1-1-8-1-1-8	3	
0-1-1-1-8-1-1-9	2	
0-1-1-1-8-1-2-8	1	
0-1-1-1-8-1-3-8	2	
0-1-1-1-9-1-0-9	1	
0-1-1-1-9-1-1-8	1	
0-1-1-1-9-1-2-5	1	
0-1-1-1-9-1-2-7	2	
0-1-1-1-9-1-2-8	2	
0-1-1-1-9-1-3-3	1	
0-1-1-2-0-1-2-3	1	
0-1-1-2-0-1-6-0	1	
0-1-1-2-1-1-3-8	1	
0-1-1-2-3-1-1-0	1	
0-1-1-2-3-1-1-5	1	
0-1-1-2-4-1-1-9	2	
0-1-1-2-4-1-2-0	1	
0-1-1-2-4-1-2-3	1	
0-1-1-2-4-1-3-3	1	
0-1-1-2-4-1-9-1	1	
0-1-1-2-5-1-2-4	1	
0-1-1-2-5-1-3-8	1	
0-1-1-2-5-1-7-9	1	
0-1-1-2-7-1-1-7	1	
0-1-1-2-7-1-3-5	1	
0-1-1-2-7-1-6-5	1	
0-1-1-2-7-1-7-0	1	
0-1-1-2-8-1-1-7	1	
0-1-1-2-8-1-1-8	1	
0-1-1-2-8-1-2-4	1	
0-1-1-2-8-1-2-9	1	
0-1-1-2-8-1-3-8	1	
0-1-1-2-9-1-1-8	2	
0-1-1-2-9-1-1-9	1	
0-1-1-2-9-1-2-8	2	
0-1-1-2-9-1-3-4	1	
0-1-1-2-9-1-3-9	1	
0-1-1-3-3-1-1-0	3	
0-1-1-3-3-1-1-9	4	
0-1-1-3-3-1-2-9	1	
0-1-1-3-3-1-3-3	4	
0-1-1-3-3-1-3-4	1	
0-1-1-3-4-1-0-0	1	
0-1-1-3-4-1-0-9	1	
0-1-1-3-4-1-1-9	5	
0-1-1-3-4-1-2-3	1	
0-1-1-3-4-1-2-9	2	
0-1-1-3-4-1-3-3	1	
0-1-1-3-4-1-3-4	1	
0-1-1-3-8-1-1-9	1	
0-1-1-3-8-1-2-3	1	
0-1-1-3-8-1-2-4	1	
0-1-1-3-8-1-3-3	1	
0-1-1-3-8-1-3-4	1	
0-1-1-3-8-1-6-5	2	
0-1-1-3-8-1-7-4	1	
0-1-1-3-8-1-7-5	1	
0-1-1-3-9-1-1-8	1	
0-1-1-3-9-1-2-9	1	
0-1-1-3-9-1-3-4	1	
0-1-1-3-9-1-3-8	2	
0-1-1-4-3-1-6-5	1	
0-1-1-6-0-1-2-5	1	
0-1-1-6-1-1-3-4	1	
0-1-1-6-2-1-2-4	1	
0-1-1-6-2-1-6-6	1	
0-1-1-6-7-1-0-0	1	
0-1-1-7-0-1-2-4	1	
0-1-1-7-9-1-1-8	1	
0-1-1-8-6-1-7-4	1	
0-1-1-9-6-1-1-8	1	
0-2-0-0-8-1-3-9	1	
0-2-1-0-0-1-3-4	1	
0-2-1-0-1-1-6-7	1	
0-2-1-0-7-1-5-8	1	
0-2-1-0-8-1-1-9	2	
0-2-1-0-8-1-6-5	1	
0-2-1-0-9-1-1-8	1	
0-2-1-0-9-1-3-4	1	
0-2-1-1-0-1-3-4	1	
0-2-1-1-4-1-2-8	1	
0-2-1-1-5-1-6-5	1	
0-2-1-1-6-1-3-4	1	
0-2-1-1-9-1-2-4	1	
0-2-1-1-9-1-2-8	1	
0-2-1-1-9-1-2-9	2	
0-2-1-2-0-1-2-9	1	
0-2-1-2-3-1-1-9	1	
0-2-1-2-3-1-2-9	1	
0-2-1-2-4-1-1-9	2	
0-2-1-2-4-1-2-3	1	
0-2-1-2-4-1-3-3	3	
0-2-1-2-4-1-7-5	1	
0-2-1-2-7-1-7-9	1	
0-2-1-2-8-1-1-8	1	
0-2-1-2-8-1-3-4	1	
0-2-1-2-8-1-6-6	1	
0-2-1-2-9-1-3-8	1	
0-2-1-2-9-1-6-8	1	
0-2-1-3-2-1-2-6	1	
0-2-1-3-3-1-0-9	1	
0-2-1-3-3-1-1-5	1	
0-2-1-3-3-1-1-8	1	
0-2-1-3-3-1-1-9	3	
0-2-1-3-3-1-2-4	2	
0-2-1-3-3-1-2-8	1	
0-2-1-3-3-1-3-3	4	
0-2-1-3-4-1-0-9	1	
0-2-1-3-4-1-1-5	1	
0-2-1-3-4-1-2-4	1	
0-2-1-3-4-1-2-7	1	
0-2-1-3-4-1-3-3	1	
0-2-1-3-4-1-3-4	1	
0-2-1-3-4-1-6-5	1	
0-2-1-3-8-1-0-7	1	
0-2-1-3-8-1-0-8	1	
0-2-1-3-8-1-3-4	1	
0-2-1-3-8-1-6-6	2	
0-2-1-3-8-1-7-5	1	
0-2-1-3-9-1-1-3	1	
0-2-1-6-5-1-9-3	1	
0-2-1-6-8-1-2-0	1	
0-2-1-7-2-1-3-4	1	
0-3-0-7-2-1-3-3	1	
0-3-1-0-0-1-1-9	1	
0-3-1-0-0-1-2-4	1	
0-3-1-0-1-1-7-9	1	
0-3-1-0-5-1-6-1	1	
0-3-1-0-5-1-8-4	1	
0-3-1-0-8-1-1-9	1	
0-3-1-0-9-1-0-9	2	
0-3-1-0-9-1-1-8	1	
0-3-1-1-4-1-3-3	1	
0-3-1-1-5-1-0-9	1	
0-3-1-1-5-1-2-3	1	
0-3-1-1-5-1-7-5	1	
0-3-1-1-6-1-2-8	1	
0-3-1-1-7-1-3-4	1	
0-3-1-1-8-1-2-9	1	
0-3-1-1-9-1-2-4	1	
0-3-1-1-9-1-3-4	1	
0-3-1-2-0-1-2-0	1	
0-3-1-2-3-1-3-8	1	
0-3-1-2-4-1-0-1	1	
0-3-1-2-4-1-0-8	1	
0-3-1-2-4-1-0-9	1	
0-3-1-2-4-1-1-3	1	
0-3-1-2-4-1-1-6	1	
0-3-1-2-4-1-1-8	2	
0-3-1-2-4-1-2-4	2	
0-3-1-2-4-1-2-5	1	
0-3-1-2-4-1-2-7	1	
0-3-1-2-4-1-3-3	2	
0-3-1-2-4-1-3-4	1	
0-3-1-2-4-1-7-9	1	
0-3-1-2-5-1-6-4	1	
0-3-1-2-5-1-6-6	1	
0-3-1-2-6-1-0-8	1	
0-3-1-2-7-1-1-9	1	
0-3-1-2-7-1-2-9	1	
0-3-1-2-7-1-6-0	1	
0-3-1-2-8-1-0-9	2	
0-3-1-2-8-1-1-8	3	
0-3-1-2-8-1-2-4	1	
0-3-1-2-8-1-2-7	1	
0-3-1-2-8-1-2-8	1	
0-3-1-2-8-1-2-9	1	
0-3-1-2-8-1-3-0	1	
0-3-1-2-8-1-3-8	1	
0-3-1-2-9-1-0-8	1	
0-3-1-2-9-1-0-9	1	
0-3-1-2-9-1-2-7	1	
0-3-1-2-9-1-2-8	1	
0-3-1-2-9-1-3-3	1	
0-3-1-2-9-1-3-4	1	
0-3-1-2-9-1-3-9	1	
0-3-1-3-1-1-3-0	1	
0-3-1-3-3-1-1-3	1	
0-3-1-3-3-1-1-5	1	
0-3-1-3-3-1-2-3	1	
0-3-1-3-3-1-2-4	1	
0-3-1-3-3-1-3-3	9	
0-3-1-3-3-1-3-4	6	
0-3-1-3-3-1-3-8	1	
0-3-1-3-4-1-2-3	2	
0-3-1-3-4-1-2-4	3	
0-3-1-3-4-1-3-3	3	
